Beans on Toast,Here At Homerton Hospital
Rina Sawayama,XS
Kate Bush,Hounds of Love
The Divine Comedy,Our Mutual Friend
Sneaks,Mars in Virgo
T. Rex,20th Century Boy
Darren Hanlon,All These Things
Bon Iver,PDLIF
Iron & Wine,Naked as We Came
Lucy Dacus,Dancing in the Dark
Yard Act,100% Endurance
Anna B Savage,InFLUX (Dan Deacon Fluxed Version)
Bess Atwell,Co-op
Albertine Sarges,Free Today
Fake Dad,How Do I Cry?
Wet Leg,Wet Dream
LYR,Great Coat (Instrumental Version)
David Byrne,It's Not Dark Up Here
Gustav,We Shall Over Come (Robag Wruhme RMX-Edit.22)
Charlotte AdigÃ©ry & Bolis Pupul,Blenda
Orchestre Tout Puissant Marcel Duchamp,So Many Things (To Feel Guilty About)
Loyle Carner,Hate
Brian Eno & David Byrne,Strange Overtones
Melt Yourself Down,Pray For Me I Don't Fit In
Robag Wruhme,Ende
Yard Act,Pour Another
Emanative & Bex Burch,Disrupt #4
Matt Sweeney & Bonnie "Prince" Billy,Resist the Urge
H. Hawkline,Suppression Street
Little Simz,Gorilla
Unknown
Robag Wruhme,K.T.B.
St. Vincent,Piggy 
LCD Soundsystem,new body rhumba (from the film White Noise)
Lewsberg,Six Hills
The Lucksmiths,Great Lengths
Oliver Sim,Romance With a Memory
Folly Group,Fewer Closer Friends
St. Vincent,Piggy 
Deee-Lite,Groove Is In The Heart
Albertine Sarges,The Girls
Iron & Wine,The Trapeze Swinger
tUnE-yArDs,make it right.
Depeche Mode,Lilian (Robag Wruhme Slomoschen Kikker)
SAULT,Up All Night
Nixer,People Feel
Wu-Lu,South (feat. Lex Amor)
Kings of Convenience,Love Is A Lonely Thing (feat. Feist)
The Postal Service,Such Great Heights
Villagers,Love Came With All That It Brings
LCD Soundsystem,Losing My Edge
The WAEVE,Something Pretty
Bodega,Doers
John Grant,God's Gonna Cut You Down
Anchorsong,Expo
Broadway Revival Cast,Being Alive (from Company)
Dinosaur Jr.,Start Choppin'
DIVORCE,Checking Out
Darren Hanlon,Trust Your Feelings (When You Wake)
Warmduscher,I Got Friends
McFadden & Whitehead,Ain't No Stoppin' Us Now
Snapped Ankles,The Fish Needs a Bike
Han Ogledd,Gondoliers
McFadden & Whitehead,Ain't No Stoppin' Us Now
Wu-Lu,Scrambled Tricks
Bar Pandora,Two Colours
Sylvan Esso,Sunburn
Generationals,When They Fight, They Fight
Captain Ding Dong,Waggle Dance
Shabason & Krgovich,I Am So Happy With My Little Dog
Yard Act,Rich
PVA,Untethered
Jeffrey Lewis,You're Invited
Dan Deacon,When I Was Done Dying
My Latest Novel,The Reputation of Ross Francis
Charlotte AdigÃ©ry & Bolis Pupul,Ceci n'est pas un clichÃ©
Super Furry Animals,Fire In My Heart
Four Tet,As Serious As Your Life
Janelle MonÃ¡e,Tightrope (Feat. Big Boi)
Holly Throsby,It's Only Need
Jeffrey Lewis,Wow & Flutter
Ural Thomas & the Pain,Gimme Some Ice Cream
Emmy the Great,Writer
Diagrams,Tall Buildings
Holly Herndon,Frontier
Withered Hand,Joy
LCD Soundsystem,other voices
LYR,Never Good With Horses
Modest Mouse,Satin In A Coffin
The Divine Comedy,Gin Soaked Boy
Dry Cleaning,Gary Ashby
Anna Meredith,Nautilus
Gavin Spokes, Richard Henders & Ben Lewis,Sorry-Grateful (from Company)
Ron Tut,Basic Drummer Free Improvisation
Oliver Sim,Romance With a Memory
Planningtorock,Beulah Loves Dancing
Kate Tempest,People's Faces
Blood, Sweat & Tears,You've Made Me So Very Happy
Kings of Convenience,The Weight Of My Words (Four Tet Remix)
King Creosote & Jon Hopkins,John Taylor's Month Away
Kevin Morby,This Is a Photograph
Sneaks,Do You Want to Go Out Tonight
Gruff Rhys,Amen
Battles Feat. Sal Principato,Titanium 2 Step
Holly Throsby,Aeroplane
HeCTA,Sympathy for the Auto Industry
I Am Kloot,No Fear of Falling
John Grant,Rhetorical Figure
David Byrne & St. Vincent,Who
Elbow,Starlings
Max Grise,Hit the Pinata
Alice Skye,I Feel Better But I Don't Feel Good
Warmduscher,Midnight Dipper
Julia Jacklin,Lydia Wears a Cross
LCD Soundsystem,Dance Yrself Clean
Sufjan Stevens & Angelo De Augustine,Reach Out
Seeker Lover Keeper,Even Though I'm a Woman
Darren Hanlon,All These Things
Huw M,Worried Now Won't Be Worried Long
Snapped Ankles,I Want My Minutes Back
Pip Blom,Babies Are a Lie
Beautiful South,You Keep It All In
Kae Tempest & Kojey Radical,Move Rework
Jeffrey Lewis,Take It for Granted
Gwenno,Anima
Sleigh Bells,Rill Rill
2 Dollar Egg,Implantat (Erik Besier & Robag Wruhme RMS-Edit.22)
Albertine Sarges,Bird's Life
The Untis,High Pressure Days (Rory Phillips Remix)
The Lucksmiths,How We Met
Broken Social Scene,Anthems For a Seventeen Year Old Girl
Warmduscher,Twitchin' in the Kitchen
Herman Dune,I Wish That I Could See You Soon
SAULT,Morning Sun
Julia Jacklin,End of a Friendship
Fujiya & Miyagi,Slight Variations
Dry Cleaning,Conservative Hell
Goat,Do the Dance
Kevin Morby,Beautiful Strangers
Sananda Maitreya,Dance Little Sister
tUnE-yArDs,Cannonball
John Grant,Pale Green Ghosts
Darren Hanlon,When You Go (Radio Edit)
Charlotte AdigÃ©ry,High Lights (Edit)
The Divine Comedy,Everybody Knows (Except You)
Dream Wife,So When You Gonna...
Withered Hand,Heart Heart
Emily Breeze,Ordinary Life (Radio Edit)
Maria Chiara ArgirÃ³,Greenarp (Terracassette Remix)
Astrel K,Is It It or Is It I?
Bonnie "Prince" Billy,The Best of Folks
Nadine Shah,Ladies for Babies (Goats for Love)
James Yorkston,Woozy With Cider (Jon Hopkins Remix)
Robag Wruhme,Hugendubel
SAULT,Fight for Love
The Housemartins,The People Who Grinned Themselves To Death
Sneaks,True Killer
Arctic Monkeys,Fake Tales of San Francisco
Derek Underwood,The Archers Omnibus (hmm)
Kings of Convenience,I'd Rather Dance With You
Melt Yourself Down,Balance
LYR,Urban Myth #91
Loyle Carner,HGU
SAULT,Up All Night
Decisive Pink,Haffmilch Holiday
SAULT,Up All Night
Holly Throsby,Heart Divided
Daft Punk,Da Funk
Four Tet,smile Around the face
Jens Lekman,F-Word
Sudan Archives,Selfish Soul
Simon & Garfunkel,The Boxer
Matthew Dear,Can You Rush Them
Bon Iver,22 (OVER SâˆžâˆžN)
Prima Queen,Chew My Cheeks
Art Brut,These Animal Menswear
Deerful,Loop
Thomas Truax with Budgie & Mother Superior,Everything's Going to Be All Right
Robag Wruhme,Wuzzelbud Kk
Billy Nomates,blue bones (deathwish)
Beautiful South,A Little Time
Kae Tempest feat. Lianne La Havas,No Prizes
Holly Herndon,Eternal
LCD Soundsystem,All My Friends
BODEGA,Territorial Call of the Female
Beastie Boys,Intergalactic
Captain Wiggle,Balsam Poplar (hmm)
David Byrne,Born Under Punches (The Heat Goes On) [Live]
LUMP, Laura Marling & Mike Lindsay,We Cannot Resist
Yard Act,Tall Poppies
Blur,Brothers and Sisters
Honeyfeet,Clap Hands
Tom Waits,Clap Hands
Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth
Yeah Yeah Yeahs,Maps
The Front Bottoms,Maps
YACHT,(Downtown) Dancing
MJ Hibbert & The Validators,It Only Works Because You're Here
Kashmere Stage Band,Kashmere
Gavin Osborn and The Comment Section,Blue Plaque
Haley Heynderickx,Oom Sha La La
Steve Roach,Australian Dawn,The Quiet Earth Cries Inside
Timber Timbre,I Am Coming to Paris (To Kill You)
Sneaks,Holy Cow Never Saw a Girl Like Her
The Lucksmiths,The Chapter In Your Life Entitled San Francisco
EERA,Christine
LOOK MUM NO COMPUTER,Waiting for the Worlds to End
Sylvan Esso,Die Young
Flock, Sarathy Korwar & Bex Burch,Expand
LCD Soundsystem,Time to Get Away
Bobby Darin,Beyond the Sea
Cloud Control,Gold Canary
U.S. Girls,So Typically Now
John Grant,He's Got His Mother's Hips
Four Tet,My Angel Rocks Back and Forth
Jeffrey Lewis,What Are You Going to Do After the Orgy?
The Bright Light Social Hour,Rhubarb Jam
Robag Wruhme,Venq Tolep
Talking Heads,This Must Be the Place (Naive Melody)
The Stooges,I Wanna Be Your Dog
Little Wings,Look at What the Light Did Now
Nick Cave & The Bad Seeds,People Ain't No Good (Live from KCRW)
Dry Cleaning,Stumpwork
YACHT,My Idea
Emmy the Great,Trellick Tower
Haiku Hands,Fashion Model Art (feat. Sofi Tukker)
The "Oliver! 1994" Kids Ensemble,Food, Glorious Food
Lewsberg,Cold Light of Day
tUnE-yArDs,Bizness
Dr. Seuss,The Super-Supper March
Yeasayer,2080
Throwing Muses,Furious
Darren Hanlon & Shelley Short,I Figured You Out
Oliver Sim,Romance With a Memory
Elbow,White Noise White Heat
Bonnie "Prince" Billy,Beast For Thee
HeCTA,We Are Glistening
Bruce Cockburn,Lovers in a Dangerous Time
Chicks on Speed,We Don't Play Guitars
Hotel Lux,National Team
The Wedding Present,You Jane
Liela Moss,WOO (No One's Awake)
Young Fathers,Rice
Emmy the Great,Swimming Pool
Robag Wruhme,Komalh
Jeremy Warmsley,January
Rozi Plain feat. Alabaster dePlume,Spot Thirteen
Porridge Radio,7 Seconds
Jeffrey Lewis,Sad Screaming Old Man
Rilo Kiley,Portions for Foxes 
Jacob Banks,By Design [Evel Knievel]
NilÃ¼fer Yanya,Rid Of Me
The Postal Service,Such Great Heights
Circa Waves,Do You Wanna Talk
Kate Bush,Hounds of Love
The Guild League,Limited Express
Blur,For Tomorrow
Rozi Plain,Painted the Room
Modest Mouse,One Chance
Santigold,L.E.S. Artistes
Neutral Milk Hotel,In the Aeroplane Over the Sea
Blur,Beetlebum
Sudan Archives,Come Meh Way
KOKOKO!,Donne Moi
Janelle MonÃ¡e,Q.U.E.E.N. (feat. Erykah Badu)
Dry Cleaning,Scratchcard Lanyard
Folly Group,Fewer Closer Friends
The Weepies,Painting By Chagall
Cloud Control,There's Nothing in the Water We Can't Fight
Robag Wruhme,Pnom Global
Gustaf,Book
Jacob Banks,Here Lies the Man That Never Changed
Albertine Sarges,Post Office
Pearson Sound,Sinkhole
Jeffrey Lewis,Roll Bus Roll
audiobooks,The Doll
Sampa the Great,Energy (feat. Nadeem Din-Gabisi)
Porridge Radio,Back To the Radio
Lizzo,Boys
David Byrne,Once In a Lifetime
Four Tet,Angel Echoes (Jon Hopkins remix)
LCD Soundsystem,North American Scum
Bon Iver,22 (OVER SâˆžâˆžN)
Villagers,Real Go-Getter
Gustaf,Best Behavior
I Am Kloot,Storm Warning
Jockstrap,Concrete Over Water
Stephen Sondheim,Now You Know
Emmy The Great,We Almost Had A Baby
Charlotte AdigÃ©ry & Bolis Pupul,Blenda
NilÃ¼fer Yanya,â€‹midnight sun
The Housemartins,He Ain't Heavy, He's My Brother
The Proclaimers,I'm on My Way
Melt Yourself Down,Every Single Day
tUnE yArDs,Heart Attack
Panda Bear & Sonic Boom,Edge Of The Edge
Warmduscher,Big Wilma
The Weather Station,Robber
Pulp,The Trees
Cavern Of Anti-Matter,Melody In High Feedback Tones
Nick Murphy,Harry Takes Drugs on the Weekend
Tunng,Scared to Death
Super Furry Animals,Bing Bong
Jane Weaver,The Revolution Of Super Visions
LCD Soundsystem,Sound of Silver
Rozi Plain & Alabaster Deplume,Agreeing For Two
Matt and Kim,Daylight
Anthony Atkinson & the Running Mates,I Lost My Way, I Found a Friend
Wet Leg,Wet Dream
Tunng,Sdc
Dry Cleaning,Driver's Story
Clarence Carter,I'm Just a Prisoner (Of Your Good Lovin')
The Ting Tings,That's Not My Name
Robag Wruhme,Skrubbs
Darren Hanlon feat. Cory Grey & Mark Monnone,Hold On
Sparks,What the Hell Is It This Time?
Roger Whittaker,Durham Town
Gustaf,Mine
Chairlift,Bruises
Snapped Ankles,Rhythm Is Our Business (Edit)
The Soft Pink Truth,Wanna Know
Loyle Carner, JNR Williams & Olivia Dean,Homerton
Dan Deacon,Become a Mountain
Bowling for Soup,1985
Jacob Banks,Just When I Thought
Ballboy,I Lost You, But I Found Country Music
Everything Is Recorded Feat. Sampha,Close But Not Quite
Powell,Jonny [feat. Jonny]
Jeffrey Lewis,Back to Manhatten
Leftfield,Pulse
Simon & Garfunkel,A Poem On the Underground Wall
U.S. Girls,Futures Bet
Megadead,Tragedy, Doom & So On
Megadead,You Died
Incredible Bongo Band,Bongolia
LCD Soundsystem,Thrills
Salisbury Cathedral Choir, John Challenger & David Halls,When a Knight Won His Spurs
Jane Weaver,Oblique Fantasy
Andrew Bird,I felt a Funeral, in my Brain (feat. Phoebe Bridgers)
GoodMostlyBad,Shawty 3.0
Future Utopia,We Were We Still Are (Interlude) [feat. Kae Tempest]
Goat,Chukua Pesa
Tunng,Fatally Human
Half Man Half Biscuit,Paintball's Coming Home
Bastien Keb,Oteh Washington
Eels,Prizefighter
Stereolab,Robot Riot
Nixer,Magnolia Mouth
Powell,Sylvester Stallone
Yo La Tengo,Aselestine
Simon & Garfunkel,I Am a Rock (Live)
Sneaks,Tough Luck
Tunng,A Million Colours
Althea & Donna,Uptown Top Ranking
The Modern Lovers,Pablo Picasso
Colleen,Captain of None
Mavis Staples,Can You Get to That
Fujiya & Miyagi,Ankle Injuries
YACHT!,Dare!
LCD Soundsystem,Time to Get Away
Rozi Plain,Conversation
Darren Hanlon,House
The Fall,Theme from Sparta FC
Maria Chiara ArgirÃ²,Clouds (Byron the Aquarius Remix)
Gustaf,Happy
Salt-N-Pepa Feat. En Vogue,Whatta Man
Bonnie "Prince" Billy,Rubin and Cherise
Jacob Banks,Chainsmoking
Hotel Lux,Common Sense
Sylvan Esso,Didn't Care
Goat,Goatmilk
Generationals,TenTwentyTen
Andrew Bird,Sisyphus
black midi,Hellfire
Dirty Projectors,Break-Thru
Matthew Dear,Talking Sleep
Kate Tempest,People's Faces
Four Tet,Love Cry
Luke Haines,Angry Man on Small Train
Blur,M.O.R.
Emily Breeze,Ordinary Life (Radio Edit)
Dave Okumu,Blood Ah Go Run (feat. The 7 Generations, Wesley Joseph, ESKA)
Daniele Luppi & Parquet Courts,Pretty Prizes (feat. Karen O)
Kurtis Perrie,All I Do Is Work
Emmy the Great,Algorithm
Superorganism,Something for Your M.I.N.D.
Sultans of Ping F.C.,Where's Me Jumper?
Moin,Foot Wrong
Jacob Banks,Unknown (To You)
Tunng,Tsunami
Mountain Man,Rang Tang Ring Toon
Mallrat,Teeth
Snapped Ankles,The Fish Needs a Bike
The Weather Station,Parking Lot
Haiku Hands,Onset (feat. Mad Zach)
David Byrne,Lazy (Live)
Sudan Archives,Confessions
Lime Garden,Sick & Tired
Wau Wau Collectif,Xale (Toubab Dialaw Kids Rhyme)
Pip Blom,I Think I'm in Love
LCD Soundsystem,other voices
Eloise,Drunk On A Flight
Loyle Carner  feat. Jordan Rakei,Ottolenghi
Elbow,Doldrums
SAULT,Masterpiece
Sons Of Kemet,My Queen Is Albertina Sisulu
Calexico & Iron & Wine,Midnight Sun
YACHT,Never Lonely Alone
Gustaf,Design
Cheap Teeth,I Am The Mud
Melt Yourself Down,Every Single Day
Megadead,Stay?
Kurtis Perrie,LEARN TO DANCE!
Panda Bear feat. Sonic Boom,Whirlpool
Holly Throsby,Things Between People
Foxes,Midnight Sister
Dry Cleaning,Driver's Story
Hagop Tchaparian,Right To Riot
Tunng,Carry You
LUMP, Laura Marling & Mike Lindsay,We Cannot Resist 
Darren Hanlon,Freight Train from Kyogle
audiobooks,LaLaLa It's The Good Life
YACHT,Multi-Family Garage Sale
Robag Wruhme,Nata Alma (Feat. Sidsel Endresen & Bugge Wesseltoft)
Blur,Brothers and Sisters
Fontaines D.C.,Boys In the Better Land
Rosi Plain,Blink (feat. Alabaster Deplume)
Dehd,Lucky
Julia Jacklin,Pressure to Party
Kurtis Perrie,These Moves Will Fake You Out
audiobooks,Trouble In Business Class
Fazerdaze,Thick of the Honey
Gustaf,Liquid Frown
Jeffrey Lewis & the Voltage,LPs
Tunng,Three Birds
Christine and the Queens,Tilted
Pulp,Babies
LCD Soundsystem, Us v Them
Megadead,Toasted Teacakes (interspersed with birdsong)
Gretel HÃ¤nlyn,Drive
The Beths,Expert in a Dying Field
Oliver Sim,Run the Credits
Maria Chiara ArgirÃ³,Greenarp [Terracassette Remix]
Generationals,When They Fight, They Fight
Gustaf,Best Behavior
Kurtis Perrie,All I Do Is Work
Kevin Morby,This Is a Photograph
Warmduscher,I Got Friends
Timber Timbre,I Am Coming to Paris (To Kill You)
Orchestre Tout Puissant Marcel Duchamp,So Many Things (To Feel Guilty About)
Tunng,Sdc
Prima Queen,Chew My Cheeks
audiobooks,LaLaLa It's The Good Life
LOOK MUM NO COMPUTER,Waiting for the Worlds to End
Jacob Banks,Here Lies the Man That Never Changed
Goat,Do the Dance
Emily Breeze,Ordinary Life (Radio Edit)
Megadead,You Died
Sudan Archives,Come Meh Way
Hotel Lux,National Team
Robag Wruhme,K.T.B.
Rozi Plain & Alabaster Deplume,Agreeing For Two
Nixer,People Feel
Dry Cleaning,Gary Ashby
Sylvan Esso,Die Young
DIVORCE,Checking Out
Oliver Sim,Romance With a Memory
Dr. Seuss,The Super-Supper March (announced, not played)
Jeffrey Lewis,Sad Screaming Old Man
Jeb Loy Nichols,Going Where the Lonely Go
Courtney Barnett,Depreston
John Grant,Snug Slacks
Sufjan Stevens,Should Have Known Better
Connie Converse,Roving Woman
Nadia Rose,Skwod
tUnE-yArDs,My Country
Darren Hanlon,When You Go (Radio Edit)
Huw M,Worries Now Won't Be Worried Long
Four Tet,A Joy
Emmy the Great,Swimming Pool (feat. Tom Fleming)
Richard Dawson,Poor Old Horse
Diagrams,Tall Buildings
Bon Iver,22 (OVER SâˆžâˆžN)
LCD Soundsystem,North American Scum
Talking Heads,Road to Nowhere
Chip Zien, Kim Crosby, Ben Wright & Danielle Ferland,No One Is Alone
Jeffrey Lewis,Back to Manhatten
Sing Street,The Riddle of the Model
U.S. Girls,Sororal Feelings
The Wedding Present,You Jane
John Grant,Disappointing
Withered Hand,Heart Heart
The Lucksmiths,Great Lengths
Douglas Dare,Swim
Joan As Police Woman,The Classic
Kings of Convenience,I don't know what I can save you from
The Kills,What New York used to be
My Latest Novel,I Declare a Ceasefire
Sidney Carter,Worried Now, Won't be Worried Long
Field Music,Disappointed
The Divine Comedy,Other People
Courtney Barnett,Nobody Really Cares If You Don't Go to the Party
Kate Bush,Hounds of Love
Trwbador,Carpet Burns
HeCTA,Sympathy for the Auto Industry
The Postal Service,Such Great Heights
Four Tet,Love Cry
Petula Clark,Downtown
Clarence Carter,Patches
Regina Spektor,Bleeding Heart
Douglas Dare,New York
Art Brut,Good Weekend
Talking Heads,This Must Be The Place (naive melody)
Connie Converse,We Live Alone
Conor Oberst,You All Loved Him Once
Four Tet,As Serious As Your Life
Gurr,Breathless
Emmy the Great,Swimming Pool
Hefner,When The Angels Play Their Drum Machines
Gavin Osborn,Not Going Anywhere
LCD Soundsystem,All My Friends
David Byrne & St. Vincent,Optimist
Ian Dury & the Blockheads,Reasons to be Cheerful, Part 3
Deerhunter,Coronado
Herman Dune,Tell Me Something I Don't Know
Eugene Mirman,Welcome to My Russian Audio Phrasebook
Elbow,Starlings
Peter Gabriel,Sledgehammer
James,Sometimes
Pikelet,They Call It Love?... Wow
The Mountain Goats,No Children
The Lemonheads,Into Your Arms
The Housemartins,I Smell Winter
The Housemartins,Bow Down
The Housemartins,Think For a Minute
The Housemartins,The Mighty Ship
The Housemartins,Sheep
The Housemartins,I'll Be Your Shelter (Just Like a Shelter)
The Housemartins,Five Get Over Excited
The Housemartins,Everyday's the Same
The Housemartins,Build
The Housemartins,There Is Always Something There To Remind Me (John Peel Session Version)
The Housemartins,Step Outside
The Housemartins,The People Who Grinned Themselves To Death
The Housemartins,You've Got a Friend
The Housemartins,We're Not Deep
The Housemartins,He Ain't Heavy, He's My Brother (Gary Crowley Session A Capella Version)
The Housemartins,Flag Day
The Housemartins,Drop Down Dead (John Peel 21/07/85)
The Housemartins,Me and the Farmer
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
William Shatner,It Hasn't Happened Yet
James Yorkston and the Athletes,Heron
Hartley Goldstein,A Love Song for Annie Hall
The Moldy Peaches,Anyone Else but You
Sufjan Stevens,Concerning the UFO Sighting Near Highland, Illinois
Sufjan Stevens,Decatur, or, Round of Applause for Your Stepmother!
The Boy Least Likely To,Be Gentle with Me
Ladybug Transistor,Choking on Air
Stephen Malkmus and the Jicks,Vanessa from Queen's
Fred Astereo,Sleepytown
Nick Drake,Rider on the Wheel
Machine Gun Fellatio,My Ex-Girlfriend's Boyfriend's Got a Band
Ben Folds,In Between Days
Looper,Ballad of Ray Suzuki
Joanna Newsom,Bridges and Balloons
Fred Astereo,The Juggling Boy
Ben Folds,Hiro's Song
N.W.A.,Fuck Tha Police
Barenaked Ladies,Be My Yoko Ono
Looper,Festival â€˜95
I Am Kloot,Storm Warning
Belle and Sebastian,The Boy with the Arab Strap
Cat Stevens,Peace Train
Iron &amp; Wine,Passing Afternoon
The Lucksmiths,The Chapter In Your Life Entitled San Francisco
Demitri Martin,Invite Them Up compilation
Darren Hanlon,The Perfect Day
Petula Clark,Sailor
Gavin Osborn,Left Side from My Right
Petula Clark,Downtown
Simon and Garfunkel,A Poem on the Underground Wall
Dolly Parton,9 to 5
Jeffrey Lewis,The East River
The Alan Parsons Project,I Robot
Jeffrey Lewis,The East River
Cerys Matthews,Caught in the Middle
The Postal Service,We Will Become Silhouettes
Pulp,Babies
Eels,I Like Birds
Tilly and the Wall,Fell Down the Stairs
Darren Hanlon,The Kickstand Song
Nirvana,Come As You Are
The Moldy Peaches,Steak for Chicken
Ladybug Transistor,Choking on Air
Looper,Dave the Moon Man
Iron & Wine,Naked as We Came
Bill Callahan,Dress Sexy at My Funeral
Kanye West,Gold Digger
The Proclaimers,Sunshine on Leith
The Lucksmiths,The Chapter In Your Life Entitled San Francisco
Loudon Wainwright III,The Picture
James Yorkston,6:30 Is Just Way Too Early
Evan Dando,All My Life
The Reindeer Section,Whodunnit?
Mi & L'Au,I've Been Watching You
Mitch Hedberg
Max Miller
Steve Burns
Clifford T. Ward,Home Thoughts from Abroad
William Shatner and Ben Folds,That's Me Trying
Rowan Atkinson,The Devil (Live in Belfast)
Eels,World of Shit
Hartley Goldstein,A Love Song for Annie Hall
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
The Boy Least Likely To,Be Gentle with Me
Joanna Newsom,Bridges and Balloons
Pulp,A Little Soul
Cat Stevens,Moonshadow
The Housemartins,I Smell Winter
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
The Moldy Peaches,Steak for Chicken
Belly,Gepetto
Darren Hanlon,The Perfect Day
Tim Rogers & The Twin Set,Under the Flight Path
Casiotone for the Painfully Alone,Tonight Was A Disaster
The Boy Least Likely To,Hugging My Grudge
Aziz Ansari,Invite Them Up compilation
Belle and Sebastian,Lord Anthony
Richard Hawley,Baby You're My Light
Aberfeldy,Love Is An Arrow
Ben Folds,Eddie Walker (This Is Your Life)
Simon and Garfunkel,A Poem on the Underground Wall
Damien Jurado,Smith 1972
Arctic Monkeys,Bigger Boys and Stolen Sweethearts
Petula Clark,Downtown
ABBA,Super Trooper
The Housemartins,Flag Day
The Divine Comedy,Our Mutual Friend
The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive
Stephen Malkmus and The Jicks,Jenny and the Ess-Dog
Radiohead,Creep
Bob Evans,She's Alone
I Am Kloot,Storm Warning
Dolly Parton,9 to 5
Jon Brion,Here We Go
The Lucksmiths,A Hiccup In Your Happiness
Eels,I Write the B Sides
Flight of the Conchords,Bus Driver's Song
Mitch Hedberg
Andrew Bird,Tables and Chairs
The Guild League,The Storm
M. Ward,You Still Believe in Me
Ben Folds Five,She Don't Use Jelly
Gavin Osborn,Left Side from My Right
Doves,There Goes the Fear
M. Ward,You Still Believe in Me
Tullycraft,Fall 4 U
Sufjan Stevens,Concerning the UFO Sighting Near Highland, Illinois
The Divine Comedy,Gin Soaked Boy
The Moldy Peaches,Anyone Else but You
The Mountain Goats,No Children
Elastica,Stutter
The Lucksmiths,The Music Next Door
Ballboy,I Lost You, But I Found Country Music
Jenny Lewis,Melt Your Heart
Joanna Newsom,Cassiopeia
Tortoise and Bonnie 'Prince' Billy,Daniel
The Lemonheads,Into Your Arms
They Might Be Giants,Hey, Mr. DJ, I Thought You Said We Had a Deal
Ben Folds Five,She Don't Use Jelly
Looper,Impossible Things #2
Casiotone for the Painfully Alone,The Subway Home
Petula Clark,Downtown
Ian Broudie,Whenever I Do
Clifford T. Ward,Home Thoughts from Abroad
Flight of the Conchords,If You're Into It
Ben Kweller,How It Should Be (Sha Sha)
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Fred Astereo,Sleepytown
The Proclaimers,Sunshine on Leith
Masters of the Hemisphere,Anything, Anything
Bill Cosby (Wonderfulness album)
Grandaddy,Stray Dog and the Chocolate Shake
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season)
Half Cousin,Mrs. Pilling
Aberfeldy,Love Is An Arrow
Daniel Johnston,Impossible Love
Yo La Tengo,Season of the Shark
Simon and Garfunkel,I Am a Rock
Radiohead,Thinking About You
Ben Folds,Zak and Sara
Eels,The Good Old Days
Mitch Hedberg
Iron & Wine,Naked as We Came
Ladybug Transistor,Choking on Air
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 6
James Yorkston and the Athletes,Heron
Belle and Sebastien,Sukie in the Graveyard
Rufus Wainwright,Oh What a World
The Lucksmiths,Camera-Shy
Jon Brion,Here We Go
Ben Folds Five,Song for the Dumped
Machine Gun Fellatio,My Ex-Girlfriend's Boyfriend
They Might Be Giants,Istanbul (Not Constantinople)
Eels,Souljacker Part II
Darren Hanlon,(Methods of Getting Rid of) Hiccups
Hartley Goldstein,A Love Song for Annie Hall
Barenaked Ladies,If I Had a Million Dollars
Ladybug Transistor,Choking on Air
Jenny Lewis,It Wasn't Me
Bruce McCulloch,Daddy's On The Drink
They Might Be Giants,Your Racist Friend
Tortoise and Bonnie â€˜Prince' Billy,Thunder Road
The Breakfast Club closing speech
Rilo Kiley,Portions for Foxes
The Smiths,Please, Please, Please, Let Me Get What I Want
The Flaming Lips,Race for the Prize
It's Jo and Danny,Room 220
Carter the Unstoppable Sex Machine,Sheriff Fatman
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Petula Clark,Downtown
Clem Snide,Happy Birthday
The Housemartins,I Smell Winter
The Boy Least Likely To,Be Gentle with Me
Ben Folds Five,Video Killed the Radio Star
Darren Hanlon,The Last Night of Not Knowing You
The Divine Comedy,Absent Friends
Sufjan Stevens,The Man of Metropolis Steals Our Hearts
Gene Wilder,Pure Imagination
Simon and Garfunkel,The Only Living Boy in New York
The Reindeer Section,Grand Parade
The Reindeer Section,Budapest
There Might Be Giants,Birdhouse in Your Soul
The Wannadies,You and Me Song
Eels,The Good Old Days
The Flaming Lips,Yoshimi Battles the Pink Robots
BjÃ¶rk,Violently Happy
The Magnetic Fields,The Luckiest Guy on the Lower East Side
They Might Be Giants,Hey, Mr. DJ, I Thought You Said We Had a Deal
Gene Pitney,Twenty Four Hours from Tulsa
Ben Lee,Gamble Everything for Love
The Guild League,The Storm
Belle and Sebastien,To Be Myself Completely
David O'Doherty,Florence Falls
Eels,Dog Faced Boy
The Boy Least Likely To,Be Gentle with Me
The Handsome Family,Amelia Earhart vs. the Dancing Bear
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 2
Leonard Cohen,Chelsea Hotel #2
Simon and Garfunkel,He Was My Brother
Rufus Wainwright,14th Street
The Divine Comedy,The Happy Goth
Jenny Lewis and the Watson Twins,Happy
